age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
21,23,25,27,29,31,33,35,2422,33,12,12,13,13,12,12,12,12,1,1,1,3,1,3,1,1
19,19,23,25,27,29,31,33,2422,34,13,,,,,,,,7,,,,,,,
13,15,17,19,21,23,25,27,2422,35,,,10,12,15,16,16,16,,,3,7,1,1,1,1
9,11,13,15,17,19,21,23,2422,36,,,,,12,12,13,,,,,0,1,1,1,
4,6,8,10,12,14,16,18,2422,37,,,,,,,9,12,,,,,,,7,3
1,3,6,7,9,11,13,16,2422,38,,,,,,,,10,,,,,,,,7
-1,1,2,4,6,8,10,12,2422,39,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2422,40,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,2422,41,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,8,2422,42,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,4,5,8,2422,43,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2422,44,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2422,45,,,,,,,,,,,,,,,,
50,53,54,56,58,60,62,64,2422,170,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
42,44,46,48,50,52,54,56,2422,171,12,12,12,12,12,12,12,,1,1,6,1,1,1,1,
41,43,45,47,49,51,53,55,2422,173,14,14,14,14,14,14,14,14,1,1,6,1,1,3,6,1
26,28,30,32,34,36,38,40,2422,175,14,14,14,14,15,15,15,15,6,6,7,7,6,6,6,6
45,47,49,51,53,55,57,59,2422,176,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
17,19,21,23,25,27,29,31,2422,177,11,12,13,,,,,,3,,7,,,,,
27,29,31,33,35,37,39,41,2422,178,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
43,45,47,49,51,53,55,57,2422,179,17,17,17,17,17,17,17,,1,1,1,1,1,1,1,
16,18,20,22,24,26,28,30,2422,180,,,15,15,16,,,,,,1,1,1,,,
14,16,18,20,22,24,26,28,2422,181,,,,,,14,,14,,,,,,1,1,1
15,17,19,21,23,25,27,29,2422,182,,,,,,,12,12,,,,,,,6,6
52,54,56,58,60,62,64,66,2425,2,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
33,35,37,39,41,43,45,47,2425,3,14,14,14,14,14,14,14,14,2,1,1,1,6,6,1,1
31,33,35,37,39,41,43,45,2425,30,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
1,2,4,6,8,10,12,14,2425,31,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,2425,32,,,,,,,,,,,,,,,,
41,43,45,47,49,51,53,55,2425,171,12,12,12,12,12,12,12,12,1,2,1,1,1,1,1,1
65,67,69,71,73,75,77,79,2425,172,,,,16,17,,,,,,,4,4,,,
73,75,77,79,81,83,85,87,2426,2,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4
45,47,49,51,53,55,57,59,2427,4,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
17,19,21,23,25,27,29,31,2427,31,11,13,15,16,,,,,7,1,1,1,1,1,1,1
15,17,19,21,23,25,27,29,2427,34,,11,12,15,16,16,16,17,,7,1,7,1,1,1,1
8,10,12,14,16,18,20,23,2427,35,,,,,11,13,14,16,,,,0,7,1,1,1
44,46,48,50,52,54,56,58,2427,171,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
18,20,22,24,26,28,30,32,2427,172,,,,16,16,16,16,16,,,,1,1,1,1,1
14,16,18,20,22,24,26,29,2427,173,,,,,,16,16,16,,,,,,1,1,1
8,10,12,14,16,18,20,22,2427,174,,,,,,,,,,,,,,,,
40,42,44,46,48,50,52,54,2429,6,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
21,23,25,27,29,31,33,35,2429,35,13,16,16,16,16,17,17,17,7,1,1,1,1,1,1,1
-13,-11,-9,-7,-5,-3,-1,1,2429,39,,,,,,,,,,,,,,,,
45,47,49,51,53,55,57,59,2429,174,12,12,,,,,,,1,1,,,,,,
41,44,45,47,49,51,53,55,2429,178,14,14,14,,,,,,1,1,1,,,,,
45,47,49,51,53,55,57,59,2429,182,10,10,,,,,,,1,1,,,,,,
23,25,27,29,31,33,35,36,2429,183,,,,,,15,15,15,,,,,,1,1,1
52,54,56,58,60,62,64,66,2431,10,14,14,14,14,16,15,15,15,1,1,1,1,5,5,3,1
59,61,63,65,67,69,71,73,2431,170,12,12,12,12,12,12,,,5,5,5,4,4,,,
44,46,48,50,52,54,56,58,2431,174,12,,,,,,,,5,,,,,,,
19,21,23,25,27,29,31,33,2431,175,12,1,15,15,,,,,7,7,1,,,,,
49,51,53,55,56,59,61,63,2432,3,12,12,12,12,12,,,,6,5,5,,,,,
48,50,52,54,56,58,60,62,2432,4,14,14,14,14,12,12,12,12,6,1,6,1,6,1,5,6
31,33,35,37,39,41,43,45,2432,30,6,6,6,6,11,11,11,11,1,1,3,1,1,1,1,1
24,26,28,30,34,36,38,38,2432,31,,,,,9,9,9,,,,,0,3,3,3,
28,30,32,34,36,38,40,42,2432,32,12,12,12,12,12,12,12,12,1,1,1,1,1,1,3,1
26,28,30,32,34,36,38,40,2432,33,12,12,12,12,14,14,16,16,6,6,1,1,1,1,3,6
24,26,28,30,32,34,36,38,2432,34,13,13,13,14,14,14,14,14,1,1,1,1,1,2,1,1
24,26,28,30,32,34,36,39,2432,35,7,7,7,7,10,10,10,10,6,1,1,1,1,1,1,1
22,24,26,28,30,32,34,36,2432,36,,9,9,,,,,,,6,1,,,,,
20,22,24,26,28,30,32,34,2432,37,12,12,12,12,12,13,13,13,3,1,6,1,6,3,1,3
11,14,16,18,20,22,24,26,2432,38,,,7,8,,8,8,8,,,6,,,6,,6
10,12,14,16,18,20,22,24,2432,39,,,,10,10,10,,,,,,1,3,3,,
9,11,13,15,17,19,21,23,2432,41,,,,,10,12,12,12,,,,0,1,3,1,1
9,11,13,15,17,19,21,23,2432,42,,,,,,12,,,,,,,,,,
7,9,11,13,15,17,19,22,2432,43,,,,,,10,10,10,,,,,,1,6,1
7,9,11,13,15,17,19,21,2432,44,,,,,,12,12,13,,,,,,3,3,3
9,11,13,15,17,19,21,24,2432,46,,,,,11,12,13,13,,,,0,7,1,1,1
7,10,11,14,16,18,19,22,2432,47,,,,,10,11,12,13,,,,0,7,7,1,1
6,8,11,13,15,17,19,21,2432,48,,,,,,10,12,11,,,,,,7,6,6
6,8,10,12,14,16,18,20,2432,51,,,,,,9,,,,,,,,,,
6,8,10,12,14,16,18,20,2432,52,,,,,,9,11,10,,,,,,7,6,6
5,8,9,12,13,15,18,19,2432,53,,,,,,,11,11,,,,,,,3,1
5,7,9,11,13,15,17,19,2432,54,,,,,,,10,12,,,,,,,7,1
4,6,8,10,12,14,16,19,2432,55,,,,,,,9,9,,,,,,,7,6
2,4,6,8,10,13,14,16,2432,56,,,,,,,,11,,,,,,,,1
4,6,8,10,12,14,16,18,2432,57,,,,,,,,,,,,,,,,
2,4,6,8,10,12,14,17,2432,58,,,,,,,,10,,,,,,,,6
1,2,4,6,8,10,12,14,2432,59,,,,,,,,,,,,,,,,
2,4,6,8,10,12,14,16,2432,60,,,,,,,,,,,,,,,,
2,4,6,8,10,12,14,16,2432,61,,,,,,,,,,,,,,,,
1,2,4,6,8,10,12,14,2432,62,,,,,,,,,,,,,,,,
-3,-1,1,3,4,6,9,12,2432,63,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,2432,64,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,11,2432,65,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,10,2432,66,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,2432,67,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,2432,68,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,1,3,6,2432,69,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,2432,70,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2432,71,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2432,72,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2432,73,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,4,2432,74,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,2432,75,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2432,76,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2432,77,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2432,78,,,,,,,,,,,,,,,,
48,50,52,54,56,58,60,62,2432,170,12,12,,,,,,,1,1,,,,,,
47,49,51,53,55,57,59,61,2432,172,8,8,,,,,,,1,1,,,,,,
21,23,26,27,29,31,33,35,2432,176,7,7,8,,10,10,10,11,3,6,3,1,3,6,6,1
27,29,31,33,35,37,39,41,2432,177,11,11,,,,,,,6,1,,,,,,
40,42,44,46,48,50,52,54,2432,178,17,16,,,,,,,1,1,,,,,,
13,15,17,19,21,23,25,27,2432,179,,,,,,,,,,,,,,,,
10,13,14,16,18,20,22,24,2432,180,,,,,,,,,,,,,,,,
24,26,28,30,32,34,36,38,2432,181,13,13,13,12,,,,,1,1,1,,,,,
28,30,32,34,36,38,40,42,2432,182,12,12,,,,,,,1,1,,,,,,
24,26,28,30,32,34,36,38,2432,183,12,12,,,,,,,1,1,,,,,,
8,10,12,14,16,18,20,22,2432,184,,,,,,,,,,,,,,,,
7,7,11,13,15,17,19,21,2432,185,,,,,,,,,,,,,,,,
4,7,8,10,12,14,16,18,2432,186,,,,,,,,,,,,,,,,
5,7,9,11,13,15,17,19,2432,187,,,,,,,,,,,,,,,,
43,46,47,50,51,53,55,57,2432,189,12,12,12,,,,,,5,5,5,,,,,
51,54,56,58,60,62,64,65,2432,190,12,12,12,12,12,12,,,6,6,6,5,5,6,5,
24,26,28,30,32,34,36,38,2432,191,12,12,12,12,12,12,12,13,1,1,1,1,1,1,1,1
22,24,26,28,30,32,34,36,2432,192,,,,,,,,,6,,,,,,,
2,4,6,8,10,12,14,16,2432,193,,,,,,,,,,,,,,,,
20,22,24,27,29,31,32,34,2432,194,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
2,4,6,8,10,12,14,16,2432,195,,,,,,,,,,,,,,,,
63,65,67,69,71,73,75,77,2432,196,,12,12,12,12,12,12,12,,4,4,1,4,1,1,4
50,52,54,56,58,60,62,64,2432,197,,12,,,,,,,,1,,,,,,
-1,1,3,5,7,9,11,13,2432,198,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,2432,199,,,12,14,12,14,,,,,6,5,5,,,
38,40,42,44,46,48,50,52,2432,200,,,12,,,,,,,,5,,,,,
35,37,39,41,43,45,47,49,2432,201,,,12,,,,,,,,1,,,,,
13,15,17,19,21,23,25,27,2432,202,,,,12,,,,,,,,,,,,
10,12,14,15,18,20,22,24,2432,203,,,,,,,,,,,,,,,,
6,8,10,11,14,16,18,20,2432,204,,,,,,,,,,,,,,,,
18,20,22,24,26,29,30,32,2432,205,,,12,12,12,12,,,,,1,1,1,3,,
20,22,24,26,28,30,32,34,2432,206,,,,12,12,,,,,,,1,1,,,
2,4,6,8,10,12,14,16,2432,207,,,,,,,,,,,,,,,,
-2,0,2,4,6,8,10,12,2432,208,,,,,,,,,,,,,,,,
16,18,20,22,24,26,28,30,2432,209,,,,12,12,,,,,,,1,1,,,
-5,-3,-1,1,2,4,6,8,2432,210,,,,,,,,,,,,,,,,
26,28,30,32,34,36,38,40,2432,211,,,,,,12,,,,,,,,,,
2,4,6,8,10,12,14,16,2432,212,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2432,213,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,2432,214,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,5,7,2432,215,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,2432,216,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,2432,217,,,,,,,,,,,,,,,,
17,19,21,23,25,27,29,31,2432,218,,,,,,,13,,,,,,,,1,1
16,18,20,22,24,26,28,30,2432,219,,,,,,,12,12,,,,,,,1,
6,8,10,12,14,16,18,19,2432,220,,,,,,,,11,,,,,,,,3
-11,-9,-7,-5,-3,-1,1,3,2432,221,,,,,,,,,,,,,,,,
-8,-6,-4,-2,-1,2,4,5,2432,222,,,,,,,,,,,,,,,,
9,11,13,15,17,19,21,23,2432,223,,,,,,,13,13,,,,,,,1,1
38,40,42,44,46,48,50,52,2432,224,,,,,,,,15,,,,,,,,1
-2,0,2,4,6,8,10,12,2432,225,,,,,,,,,,,,,,,,
8,10,12,14,16,18,20,22,2432,226,,,,,,,,,,,,,,,,1
29,31,33,35,37,39,41,43,2432,229,,,,,,,,,,,,,,,,
6,8,10,12,14,16,18,20,2432,230,,,,,,,,12,,,,,,,,1
54,56,58,60,62,64,66,68,2434,2,12,12,12,12,14,14,14,14,1,6,6,6,6,,6,4
34,36,38,40,42,44,46,48,2434,3,,,,,12,12,12,12,1,1,1,1,1,1,1,1
32,34,36,38,40,42,44,46,2434,30,12,,,,,,,,1,,,,,,,
17,19,21,23,25,27,29,31,2434,31,11,,,,,,,,1,,,,,,,
13,16,17,19,21,24,25,27,2434,32,,,10,,,11,11,11,,,3,,,1,1,1
2,4,6,8,10,12,14,16,2434,33,,,,,,,,8,,,,,,,,7
1,3,5,7,9,11,13,15,2434,34,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,10,12,2434,35,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2434,36,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,2434,37,,,,,,,,,,,,,,,,
76,78,80,82,84,86,86,90,2434,180,12,12,12,12,12,13,,,4,4,4,4,5,4,,
45,47,49,51,53,55,57,59,2434,181,15,15,14,15,15,14,15,15,1,1,1,1,1,1,5,1
17,19,21,23,25,27,29,31,2434,182,9,12,12,13,12,,,,1,1,1,1,1,,,
26,28,29,32,34,36,38,40,2434,183,,,,,13,13,13,13,1,1,1,1,1,1,1,1
29,31,33,35,37,39,41,43,2434,184,12,,,,,,,,1,,,,,,,
7,9,11,13,15,17,19,21,2434,185,,,,,,,,,,,,,,,,
7,9,11,13,15,17,19,21,2434,186,,,,,,,,,,,,,,,,
72,74,76,78,80,82,84,86,2435,1,,,,,,,,,,,,,,,,
69,71,73,75,77,79,81,83,2435,2,14,14,14,14,12,12,12,12,1,6,6,6,4,6,6,4
48,50,52,54,56,58,60,62,2435,3,12,,,,,,,,3,,,,,,,
44,46,48,50,52,55,56,58,2435,4,13,13,13,13,12,12,,12,1,1,1,1,1,1,,1
42,44,46,48,50,52,54,57,2435,5,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
39,42,44,46,48,50,51,53,2435,6,13,15,15,15,15,15,,,1,1,1,1,3,1,,
34,36,38,39,41,44,46,48,2435,7,14,14,14,14,14,14,,,1,1,6,6,1,6,,
25,27,29,31,33,35,37,39,2435,30,,,11,11,14,15,15,15,1,6,1,1,3,3,1,1
13,15,17,18,21,23,25,27,2435,31,,,11,12,12,12,,12,,,7,1,1,1,,1
11,13,15,17,19,21,24,25,2435,32,,,,11,12,,15,15,,,,1,1,,1,1
10,12,14,16,18,21,22,25,2435,33,,,,9,11,14,,16,,,,1,3,7,,1
6,8,9,12,13,16,18,20,2435,34,,,,,,10,12,12,,,,,,1,1,1
5,7,9,11,13,15,17,19,2435,35,,,,,,,,,,,,,,,,
4,6,8,10,12,15,16,19,2435,36,,,,,,,,12,,,,,,,,1
-1,1,2,4,6,8,10,13,2435,37,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2435,38,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2435,39,,,,,,,,,,,,,,,,
-2,-1,2,3,6,8,9,12,2435,40,,,,,,,,,,,,,,,,
40,42,44,45,48,50,52,54,2435,172,12,12,12,12,,,,,1,6,6,,,,,
38,40,42,44,46,49,50,53,2435,175,12,12,12,12,14,14,,16,3,1,6,1,1,1,,1
35,38,39,41,43,45,47,49,2435,176,14,14,14,14,14,14,,,1,1,1,1,1,1,,
29,31,34,35,37,39,41,43,2435,181,,,12,,,,,,1,1,1,,,,,
48,50,51,53,56,57,60,62,2435,182,,12,12,12,12,12,,,,1,1,1,1,1,,
40,42,44,46,48,50,52,54,2435,183,,,,,,14,14,14,,,,,,3,6,1
10,12,14,16,18,20,22,24,2435,184,,,,,,,12,14,,,,,,,1,7
60,62,64,66,68,70,72,74,2435,185,,,,,,,,,,,,,,,,
55,57,59,61,63,65,67,69,2435,186,,,,,,,,,,,,,,,,
13,15,17,19,21,23,25,27,2435,187,,,,,,,,,,,,,,,,
22,24,26,28,30,32,33,36,2435,188,,,,,,16,16,17,,,,,,1,1,1
12,14,16,18,20,22,24,25,2435,189,,,,,,,15,15,,,,,,,1,1
68,70,72,74,77,78,80,82,2436,1,14,14,14,14,15,15,15,15,4,4,4,4,4,4,4,4
66,68,70,72,74,76,78,80,2436,2,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6
48,50,52,54,56,58,60,62,2436,3,14,14,,14,14,14,14,14,1,1,,1,1,1,1,1
46,48,50,52,54,56,58,60,2436,4,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
43,45,47,49,51,53,55,57,2436,5,14,14,14,,13,13,13,13,1,1,1,1,1,1,1,1
41,43,45,47,49,51,53,55,2436,6,12,12,12,12,17,17,17,,1,1,1,1,1,1,1,
21,23,25,27,29,31,33,35,2436,30,12,14,14,14,15,,,,1,6,1,1,1,,,
20,22,24,26,28,30,32,34,2436,31,13,14,14,14,14,14,14,14,1,1,1,1,1,1,1,2
20,21,23,25,27,29,32,34,2436,32,11,11,11,11,12,12,16,16,1,1,1,1,1,1,1,1
18,20,22,24,26,28,30,32,2436,33,11,14,14,14,16,16,16,16,1,1,3,1,1,1,1,1
17,20,21,24,26,28,30,32,2436,35,11,13,15,16,16,16,16,16,1,1,1,1,1,1,1,1
15,17,19,21,23,25,27,29,2436,36,,10,13,,16,17,17,17,,7,7,0,7,1,1,2
9,11,13,15,17,19,21,23,2436,37,,,,,12,13,13,13,,,,0,1,3,1,1
4,5,7,9,11,13,15,18,2436,40,,,,,,,,11,,,,,,,,3
2,4,6,8,10,12,14,16,2436,41,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,10,2436,42,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,7,2436,43,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,2436,44,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,2436,45,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,2436,46,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2436,47,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,2436,48,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,2436,49,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2436,50,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2436,51,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2436,52,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2436,53,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,60,2436,170,16,16,16,16,16,,,,1,1,1,1,1,,,
44,46,48,50,52,54,56,58,2436,171,,,,,,,,,1,1,,,,,,
34,35,37,39,41,43,45,48,2436,174,,,,,15,15,15,,1,1,7,7,7,3,3,
35,37,39,41,43,45,47,49,2436,176,12,12,12,12,12,12,12,,1,1,1,1,1,1,1,
49,51,53,53,57,59,61,63,2436,177,,,,,,,,,6,6,,,,,,
58,60,62,64,66,68,70,72,2436,178,12,12,12,12,11,12,12,12,1,,4,4,4,4,4,
18,20,22,24,26,28,30,32,2436,179,10,,,11,11,11,11,11,1,,,1,1,1,1,3
39,40,43,45,47,49,51,53,2436,180,12,12,,,,,,,1,1,,,,,,
14,16,18,20,22,24,26,28,2436,181,,9,,,,,,,,7,,,,,,
35,37,38,41,43,45,47,49,2436,182,,16,14,,,,,,,1,,,,,,
27,29,31,33,35,37,39,41,2436,183,,17,17,,,,,,,1,1,,,,,
21,23,25,27,29,31,33,35,2436,184,,14,14,14,,,,,,1,1,,,,,
21,23,25,27,29,31,33,35,2436,185,,,12,12,16,16,,,,,1,1,1,1,1,
69,71,73,75,77,79,81,83,2436,186,,,14,14,,,,,,,4,,,,,
38,40,42,44,46,48,50,52,2436,187,,,,,15,15,15,15,,,,1,1,1,1,1
43,45,47,49,51,53,55,57,2436,188,,,,14,13,13,13,13,,,,1,1,1,1,1
12,14,16,18,20,22,24,26,2436,189,,,,9,9,,,,,,,,,,,
-4,-2,0,2,4,6,8,10,2436,190,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,2436,191,,,,,12,12,12,,,,,0,1,1,1,
21,23,25,27,29,31,33,35,2436,192,,,,,15,,,,,,,0,1,,,
18,20,22,24,26,28,30,32,2436,193,,,,,14,14,,,,,,0,1,1,,
17,19,21,23,25,27,29,31,2436,194,,,,,17,17,17,17,,,,0,1,1,1,1
10,12,14,16,18,20,21,24,2436,195,,,,,,13,,,,,,,,3,,
16,18,20,22,24,26,28,30,2436,196,,,,,,16,17,17,,,,,,7,7,1
15,17,19,21,23,25,27,29,2436,197,,,,,,,17,17,,,,,,,1,1
15,17,19,21,23,25,27,30,2436,198,,,,,,,,16,,,,,,,,6
13,15,17,19,21,23,25,27,2436,199,,,,,,,,14,,,,,,,,1
22,24,26,28,30,32,34,36,2436,200,,,,,,,,16,,,,,,,,1
79,81,83,85,87,89,91,93,2439,2,12,12,12,12,,,,,6,,6,,,,,
62,64,66,68,70,72,74,76,2441,2,7,7,7,,,,,,4,4,4,,,,,
38,41,42,44,46,49,51,53,2441,3,10,10,10,10,14,14,14,14,1,1,1,1,1,1,3,1
35,37,39,41,43,45,47,49,2441,4,10,10,10,10,11,11,11,11,1,1,1,1,1,1,1,1
33,35,37,38,41,43,45,47,2441,5,8,8,8,,,,,,5,5,5,,,,,
23,25,27,29,31,33,35,37,2441,30,12,12,12,12,,13,13,13,1,3,1,,,1,1,1
16,19,20,22,25,26,29,31,2441,31,10,12,12,12,13,13,13,13,7,1,1,7,3,1,1,1
15,18,20,22,24,26,27,29,2441,32,,11,,12,12,12,,,,3,,3,3,1,,
16,18,20,22,24,26,28,31,2441,33,9,11,12,12,12,12,12,12,7,3,3,1,1,1,1,1
14,16,18,20,22,25,26,29,2441,34,,9,11,11,11,11,11,11,,3,1,3,1,1,1,1
13,15,17,19,21,23,25,28,2441,35,,,11,12,12,12,12,12,,,1,6,3,1,6,2
12,14,16,18,20,22,24,27,2441,36,,,10,11,12,12,12,12,,,7,7,3,1,1,1
4,7,9,11,13,15,17,19,2441,37,,,,,,,10,12,,,,,,,7,
1,2,4,6,8,10,12,14,2441,38,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,2441,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,2441,40,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,6,8,2441,41,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,5,7,2441,42,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,1,4,6,2441,43,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,7,2441,44,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,2441,45,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,6,2441,46,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,2441,47,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,2441,48,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2441,49,,,,,,,,,,,,,,,,
37,39,41,43,45,47,49,51,2441,173,12,12,12,12,11,11,11,11,1,1,1,1,2,1,1,1
35,37,39,41,43,45,47,49,2441,174,,,,11,11,11,,,,,,1,1,1,,
28,30,32,34,36,38,40,42,2441,176,12,12,12,12,13,13,13,13,6,6,1,1,1,,6,6
24,27,28,30,32,34,36,38,2441,178,12,12,,,,,,,1,1,,,,,,
26,28,30,32,34,36,38,40,2441,179,12,12,12,12,,12,,,3,1,1,,,1,,
50,52,54,55,58,60,62,64,2441,180,,,12,12,,,,,,,1,,,,,
17,19,21,23,25,27,29,31,2441,181,,,,12,10,,,,,,,1,1,,,
28,30,32,34,36,38,40,42,2441,182,,,,14,14,14,14,14,,,,1,6,3,1,1
7,9,11,13,14,16,19,21,2441,183,,,,,,10,,,,,,,,3,1,
5,7,9,11,12,14,17,18,2441,184,,,,,,,11,13,,,,,,,1,7
3,5,7,9,11,13,15,17,2441,185,,,,,,,,10,,,,,,,,7
13,15,17,19,21,23,25,27,2441,186,,,,,,,,,,,,,,,,
15,17,19,21,23,25,27,29,2441,187,,,,12,12,,,,,,,1,7,1,,
50,52,54,56,58,60,62,64,2441,188,,,,12,12,12,,,,,,1,1,6,,
29,31,33,35,37,40,42,44,2441,189,,,,,12,12,12,12,,,,0,1,1,1,1
17,19,21,23,25,27,29,31,2441,190,,,,,,,,,,,,,,7,,
-5,-3,-1,1,3,5,7,9,2441,191,,,,,,,,,,,,,,,,
29,31,33,35,37,39,40,43,2441,192,,,,,,,,,,,,,,,,
4,6,8,10,12,14,16,18,2441,193,,,,,,,,,,,,,,,,
2,4,6,8,10,12,14,16,2441,194,,,,,,,,,,,,,,,,
16,18,20,22,24,26,29,31,2441,195,,,,,,12,12,12,,,,,,6,1,1
-3,-1,1,3,5,7,10,12,2441,196,,,,,,,,,,,,,,,,
-4,-2,1,2,4,6,9,10,2441,197,,,,,,,,,,,,,,,,
-6,-4,-2,0,2,4,6,8,2441,198,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,2441,199,,,,,,,,,,,,,,,,
-4,-2,1,2,4,6,9,10,2441,200,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,8,9,2441,201,,,,,,,,,,,,,,,,
24,26,28,30,32,34,35,38,2441,202,,,,,,12,12,12,,,,,,1,1,1
20,22,24,26,28,30,32,34,2441,203,,,,,,,10,11,,,,,,,1,1
-11,-9,-7,-5,-3,-1,1,3,2441,204,,,,,,,,,,,,,,,,
22,24,26,28,30,32,34,35,2441,205,,,,,,,,10,,,,,,,,3
10,12,14,16,18,20,22,24,2441,206,,,,,,,12,12,,,,,,,1,1
-9,-7,-5,-3,-1,1,3,5,2441,207,,,,,,,,,,,,,,,,
-6,-4,-2,0,2,4,6,8,2441,208,,,,,,,,,,,,,,,,
62,64,66,68,70,72,74,76,2443,1,13,13,13,13,13,,,,4,5,4,4,4,,,
39,41,43,45,47,49,51,53,2443,2,12,12,12,12,13,13,13,13,5,5,5,5,5,5,5,5
34,36,38,40,42,44,46,48,2443,3,11,11,11,11,11,11,11,11,1,5,5,5,5,5,5,5
13,16,17,19,21,23,25,27,2443,30,,9,10,12,12,12,12,12,,7,7,1,1,3,1,1
10,12,14,16,18,20,22,24,2443,31,,,,10,12,12,12,12,,,,1,1,3,1,5
9,11,13,15,17,19,21,23,2443,32,,,,,10,13,14,15,,,,0,5,1,7,7
